name,kind,return_type,storage,params,file,line,signature
MmsServerConnection_sendWriteResponse,definition,void,,"MmsServerConnection self, uint32_t invokeId, MmsDataAccessError indication, bool handlerMode",mms/iso_mms/server/mms_write_service.c,74,"void MmsServerConnection_sendWriteResponse(MmsServerConnection self, uint32_t invokeId, MmsDataAccessError indication, bool handlerMode)"
MmsServerIdentity_destroy,declaration,LIB61850_API void,,MmsServerIdentity* self,mms/inc/mms_client_connection.h,489,LIB61850_API void MmsServerIdentity_destroy(MmsServerIdentity* self)
MmsServerIdentity_destroy,definition,void,,MmsServerIdentity* self,mms/iso_mms/client/mms_client_connection.c,4922,void MmsServerIdentity_destroy(MmsServerIdentity* self)
MmsServer_abortConnection,declaration,LIB61850_INTERNAL bool,,"MmsServer self, MmsServerConnection con",mms/inc/mms_server.h,199,"LIB61850_INTERNAL bool MmsServer_abortConnection(MmsServer self, MmsServerConnection con)"
MmsServer_abortConnection,definition,bool,,"MmsServer self, MmsServerConnection con",mms/iso_mms/server/mms_server.c,907,"bool MmsServer_abortConnection(MmsServer self, MmsServerConnection con)"
MmsServer_addAP,declaration,LIB61850_INTERNAL bool,,"MmsServer self, const char* ipAddr, int tcpPort, TLSConfiguration tlsConfiguration",mms/inc_private/mms_server_libinternal.h,29,"LIB61850_INTERNAL bool MmsServer_addAP(MmsServer self, const char* ipAddr, int tcpPort, TLSConfiguration tlsConfiguration)"
MmsServer_addAP,declaration,(unknown),,"self, NULL, -1, NULL",mms/iso_mms/server/mms_server.c,148,"MmsServer_addAP(self, NULL, -1, NULL)"
MmsServer_addAP,declaration,(unknown),,"self, NULL, -1, NULL",mms/iso_mms/server/mms_server.c,201,"MmsServer_addAP(self, NULL, -1, NULL)"
MmsServer_addAP,declaration,(unknown),,"self, NULL, -1, NULL",mms/iso_mms/server/mms_server.c,690,"MmsServer_addAP(self, NULL, -1, NULL)"
MmsServer_addAP,declaration,(unknown),,"self, NULL, -1, NULL",mms/iso_mms/server/mms_server.c,737,"MmsServer_addAP(self, NULL, -1, NULL)"
MmsServer_addAP,definition,bool,,"MmsServer self, const char* ipAddr, int tcpPort, TLSConfiguration tlsConfiguration",mms/iso_mms/server/mms_server.c,119,"bool MmsServer_addAP(MmsServer self, const char* ipAddr, int tcpPort, TLSConfiguration tlsConfiguration)"
MmsServer_callConnectionHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsServerConnection connection",mms/inc_private/mms_server_internal.h,218,"LIB61850_INTERNAL void MmsServer_callConnectionHandler(MmsServer self, MmsServerConnection connection)"
MmsServer_callConnectionHandler,declaration,(unknown),,"self->server, self",mms/iso_mms/server/mms_server_connection.c,744,"MmsServer_callConnectionHandler(self->server, self)"
MmsServer_callConnectionHandler,definition,void,,"MmsServer self, MmsServerConnection connection",mms/iso_mms/server/mms_server.c,861,"void MmsServer_callConnectionHandler(MmsServer self, MmsServerConnection connection)"
MmsServer_create,declaration,LIB61850_INTERNAL MmsServer,,"MmsDevice* device, TLSConfiguration tlsConfiguration",mms/inc_private/mms_server_libinternal.h,23,"LIB61850_INTERNAL MmsServer MmsServer_create(MmsDevice* device, TLSConfiguration tlsConfiguration)"
MmsServer_create,definition,MmsServer,,"MmsDevice* device, TLSConfiguration tlsConfiguration",mms/iso_mms/server/mms_server.c,28,"MmsServer MmsServer_create(MmsDevice* device, TLSConfiguration tlsConfiguration)"
MmsServer_destroy,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,26,LIB61850_INTERNAL void MmsServer_destroy(MmsServer self)
MmsServer_destroy,declaration,exit_error:,,self,mms/iso_mms/server/mms_server.c,112,exit_error: MmsServer_destroy(self)
MmsServer_destroy,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,436,void MmsServer_destroy(MmsServer self)
MmsServer_enableDynamicNamedVariableListService,declaration,LIB61850_INTERNAL void,,"MmsServer self, bool enable",mms/inc/mms_server.h,114,"LIB61850_INTERNAL void MmsServer_enableDynamicNamedVariableListService(MmsServer self, bool enable)"
MmsServer_enableDynamicNamedVariableListService,definition,void,,"MmsServer self, bool enable",mms/iso_mms/server/mms_server.c,222,"void MmsServer_enableDynamicNamedVariableListService(MmsServer self, bool enable)"
MmsServer_enableFileService,declaration,LIB61850_INTERNAL void,,"MmsServer self, bool enable",mms/inc/mms_server.h,110,"LIB61850_INTERNAL void MmsServer_enableFileService(MmsServer self, bool enable)"
MmsServer_enableFileService,definition,void,,"MmsServer self, bool enable",mms/iso_mms/server/mms_server.c,216,"void MmsServer_enableFileService(MmsServer self, bool enable)"
MmsServer_enableJournalService,declaration,LIB61850_INTERNAL void,,"MmsServer self, bool enable",mms/inc/mms_server.h,130,"LIB61850_INTERNAL void MmsServer_enableJournalService(MmsServer self, bool enable)"
MmsServer_enableJournalService,definition,void,,"MmsServer self, bool enable",mms/iso_mms/server/mms_server.c,234,"void MmsServer_enableJournalService(MmsServer self, bool enable)"
MmsServer_getConnectionCounter,declaration,LIB61850_INTERNAL int,,MmsServer self,mms/inc_private/mms_server_libinternal.h,110,LIB61850_INTERNAL int MmsServer_getConnectionCounter(MmsServer self)
MmsServer_getConnectionCounter,definition,int,,MmsServer self,mms/iso_mms/server/mms_server.c,839,int MmsServer_getConnectionCounter(MmsServer self)
MmsServer_getDevice,declaration,LIB61850_INTERNAL MmsDevice*,,MmsServer self,mms/inc_private/mms_server_libinternal.h,55,LIB61850_INTERNAL MmsDevice* MmsServer_getDevice(MmsServer self)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_namelist_service.c,27,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_namelist_service.c,47,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_namelist_service.c,180,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_namelist_service.c,224,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_namelist_service.c,322,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_namelist_service.c,351,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_get_var_access_service.c,191,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* mmsDevice =,,connection->server,mms/iso_mms/server/mms_journal_service.c,437,MmsDevice* mmsDevice = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_named_variable_list_service.c,135,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_named_variable_list_service.c,490,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* mmsDevice =,,connection->server,mms/iso_mms/server/mms_named_variable_list_service.c,794,MmsDevice* mmsDevice = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* mmsDevice =,,connection->server,mms/iso_mms/server/mms_named_variable_list_service.c,883,MmsDevice* mmsDevice = MmsServer_getDevice(connection->server)
MmsServer_getDevice,declaration,MmsDevice* device =,,connection->server,mms/iso_mms/server/mms_write_service.c,644,MmsDevice* device = MmsServer_getDevice(connection->server)
MmsServer_getDevice,definition,MmsDevice*,,MmsServer self,mms/iso_mms/server/mms_server.c,629,MmsDevice* MmsServer_getDevice(MmsServer self)
MmsServer_getFilesystemBasepath,declaration,LIB61850_INTERNAL const char*,,MmsServer self,mms/inc_private/mms_server_libinternal.h,118,LIB61850_INTERNAL const char* MmsServer_getFilesystemBasepath(MmsServer self)
MmsServer_getFilesystemBasepath,definition,char*,const,MmsServer self,mms/iso_mms/server/mms_server.c,888,const char* MmsServer_getFilesystemBasepath(MmsServer self)
MmsServer_getModelName,declaration,LIB61850_INTERNAL char*,,MmsServer self,mms/inc/mms_server.h,148,LIB61850_INTERNAL char* MmsServer_getModelName(MmsServer self)
MmsServer_getModelName,definition,char*,,MmsServer self,mms/iso_mms/server/mms_identify_service.c,62,char* MmsServer_getModelName(MmsServer self)
MmsServer_getObtainFileTask,declaration,MmsObtainFileTask task =,,connection->server,mms/iso_mms/server/mms_file_service.c,735,MmsObtainFileTask task = MmsServer_getObtainFileTask(connection->server)
MmsServer_getRevision,declaration,LIB61850_INTERNAL char*,,MmsServer self,mms/inc/mms_server.h,152,LIB61850_INTERNAL char* MmsServer_getRevision(MmsServer self)
MmsServer_getRevision,definition,char*,,MmsServer self,mms/iso_mms/server/mms_identify_service.c,71,char* MmsServer_getRevision(MmsServer self)
MmsServer_getVMDLogicalStatus,declaration,LIB61850_INTERNAL int,,MmsServer self,mms/inc/mms_server.h,175,LIB61850_INTERNAL int MmsServer_getVMDLogicalStatus(MmsServer self)
MmsServer_getVMDLogicalStatus,definition,int,,MmsServer self,mms/iso_mms/server/mms_status_service.c,61,int MmsServer_getVMDLogicalStatus(MmsServer self)
MmsServer_getVMDPhysicalStatus,declaration,LIB61850_INTERNAL int,,MmsServer self,mms/inc/mms_server.h,179,LIB61850_INTERNAL int MmsServer_getVMDPhysicalStatus(MmsServer self)
MmsServer_getVMDPhysicalStatus,definition,int,,MmsServer self,mms/iso_mms/server/mms_status_service.c,67,int MmsServer_getVMDPhysicalStatus(MmsServer self)
MmsServer_getValueFromCache,declaration,LIB61850_INTERNAL MmsValue*,,"MmsServer self, MmsDomain* domain, const char* itemId",mms/inc_private/mms_server_libinternal.h,58,"LIB61850_INTERNAL MmsValue* MmsServer_getValueFromCache(MmsServer self, MmsDomain* domain, const char* itemId)"
MmsServer_getValueFromCache,declaration,cachedValue =,,"self, domain, itemId",mms/iso_mms/server/mms_server.c,540,"cachedValue = MmsServer_getValueFromCache(self, domain, itemId)"
MmsServer_getValueFromCache,declaration,value =,,"self, domain, itemId",mms/iso_mms/server/mms_server.c,605,"value = MmsServer_getValueFromCache(self, domain, itemId)"
MmsServer_getValueFromCache,declaration,MmsValue* cachedArray =,,"connection->server, domain, nameIdStr",mms/iso_mms/server/mms_write_service.c,734,"MmsValue* cachedArray = MmsServer_getValueFromCache(connection->server, domain, nameIdStr)"
MmsServer_getValueFromCache,definition,MmsValue*,,"MmsServer self, MmsDomain* domain, const char* itemId",mms/iso_mms/server/mms_server.c,480,"MmsValue* MmsServer_getValueFromCache(MmsServer self, MmsDomain* domain, const char* itemId)"
MmsServer_getValueFromCacheEx,declaration,LIB61850_INTERNAL MmsValue*,,"MmsServer self, MmsDomain* domain, const char* itemId, MmsVariableSpecification** typeSpec",mms/inc_private/mms_server_libinternal.h,61,"LIB61850_INTERNAL MmsValue* MmsServer_getValueFromCacheEx(MmsServer self, MmsDomain* domain, const char* itemId, MmsVariableSpecification** typeSpec)"
MmsServer_getValueFromCacheEx,definition,MmsValue*,,"MmsServer self, MmsDomain* domain, const char* itemId, MmsVariableSpecification** typeSpec",mms/iso_mms/server/mms_server.c,491,"MmsValue* MmsServer_getValueFromCacheEx(MmsServer self, MmsDomain* domain, const char* itemId, MmsVariableSpecification** typeSpec)"
MmsServer_getValueFromCacheEx2,declaration,LIB61850_INTERNAL MmsValue*,,"MmsServer self, MmsDomain* domain, const char* itemId, int idx, const char* componentId",mms/inc_private/mms_server_libinternal.h,64,"LIB61850_INTERNAL MmsValue* MmsServer_getValueFromCacheEx2(MmsServer self, MmsDomain* domain, const char* itemId, int idx, const char* componentId)"
MmsServer_getValueFromCacheEx2,declaration,cachedValue =,,"self, domain, itemId, arrayIdx, componentId",mms/iso_mms/server/mms_server.c,572,"cachedValue = MmsServer_getValueFromCacheEx2(self, domain, itemId, arrayIdx, componentId)"
MmsServer_getValueFromCacheEx2,definition,MmsValue*,,"MmsServer self, MmsDomain* domain, const char* itemId, int idx, const char* componentId",mms/iso_mms/server/mms_server.c,502,"MmsValue* MmsServer_getValueFromCacheEx2(MmsServer self, MmsDomain* domain, const char* itemId, int idx, const char* componentId)"
MmsServer_getVendorName,declaration,LIB61850_INTERNAL char*,,MmsServer self,mms/inc/mms_server.h,144,LIB61850_INTERNAL char* MmsServer_getVendorName(MmsServer self)
MmsServer_getVendorName,definition,char*,,MmsServer self,mms/iso_mms/server/mms_identify_service.c,53,char* MmsServer_getVendorName(MmsServer self)
MmsServer_handleBackgroundTasks,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,106,LIB61850_INTERNAL void MmsServer_handleBackgroundTasks(MmsServer self)
MmsServer_handleBackgroundTasks,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,812,void MmsServer_handleBackgroundTasks(MmsServer self)
MmsServer_handleIncomingMessages,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,102,LIB61850_INTERNAL void MmsServer_handleIncomingMessages(MmsServer self)
MmsServer_handleIncomingMessages,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,794,void MmsServer_handleIncomingMessages(MmsServer self)
MmsServer_ignoreClientRequests,declaration,LIB61850_INTERNAL void,,"MmsServer self, bool enable",mms/inc/mms_server.h,196,"LIB61850_INTERNAL void MmsServer_ignoreClientRequests(MmsServer self, bool enable)"
MmsServer_ignoreClientRequests,definition,void,,"MmsServer self, bool enable",mms/iso_mms/server/mms_server.c,901,"void MmsServer_ignoreClientRequests(MmsServer self, bool enable)"
MmsServer_insertIntoCache,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value",mms/inc_private/mms_server_libinternal.h,78,"LIB61850_INTERNAL void MmsServer_insertIntoCache(MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value)"
MmsServer_insertIntoCache,definition,void,,"MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value",mms/iso_mms/server/mms_server.c,513,"void MmsServer_insertIntoCache(MmsServer self, MmsDomain* domain, char* itemId, MmsValue* value)"
MmsServer_installConnectionHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsConnectionHandler, void* parameter",mms/inc_private/mms_server_libinternal.h,47,"LIB61850_INTERNAL void MmsServer_installConnectionHandler(MmsServer self, MmsConnectionHandler, void* parameter)"
MmsServer_installConnectionHandler,definition,void,,"MmsServer self, MmsConnectionHandler connectionHandler, void* parameter",mms/iso_mms/server/mms_server.c,348,"void MmsServer_installConnectionHandler(MmsServer self, MmsConnectionHandler connectionHandler, void* parameter)"
MmsServer_installFileAccessHandler,declaration,LIB61850_API void,,"MmsServer self, MmsFileAccessHandler handler, void* parameter",mms/inc/mms_server.h,97,"LIB61850_API void MmsServer_installFileAccessHandler(MmsServer self, MmsFileAccessHandler handler, void* parameter)"
MmsServer_installGetFileCompleteHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsGetFileCompleteHandler handler, void* parameter",mms/inc/mms_server.h,80,"LIB61850_INTERNAL void MmsServer_installGetFileCompleteHandler(MmsServer self, MmsGetFileCompleteHandler handler, void* parameter)"
MmsServer_installGetFileCompleteHandler,definition,void,,"MmsServer self, MmsGetFileCompleteHandler handler, void* parameter",mms/iso_mms/server/mms_server.c,414,"void MmsServer_installGetFileCompleteHandler(MmsServer self, MmsGetFileCompleteHandler handler, void* parameter)"
MmsServer_installGetNameListHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsGetNameListHandler handler, void* parameter",mms/inc/mms_server.h,67,"LIB61850_INTERNAL void MmsServer_installGetNameListHandler(MmsServer self, MmsGetNameListHandler handler, void* parameter)"
MmsServer_installGetNameListHandler,definition,void,,"MmsServer self, MmsGetNameListHandler handler, void* parameter",mms/iso_mms/server/mms_server.c,369,"void MmsServer_installGetNameListHandler(MmsServer self, MmsGetNameListHandler handler, void* parameter)"
MmsServer_installListAccessHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsListAccessHandler listAccessHandler, void* parameter",mms/inc_private/mms_server_libinternal.h,44,"LIB61850_INTERNAL void MmsServer_installListAccessHandler(MmsServer self, MmsListAccessHandler listAccessHandler, void* parameter)"
MmsServer_installListAccessHandler,definition,void,,"MmsServer self, MmsListAccessHandler listAccessHandler, void* parameter",mms/iso_mms/server/mms_server.c,341,"void MmsServer_installListAccessHandler(MmsServer self, MmsListAccessHandler listAccessHandler, void* parameter)"
MmsServer_installObtainFileHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsObtainFileHandler handler, void* parameter",mms/inc/mms_server.h,73,"LIB61850_INTERNAL void MmsServer_installObtainFileHandler(MmsServer self, MmsObtainFileHandler handler, void* parameter)"
MmsServer_installReadAccessHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsReadAccessHandler, void* parameter",mms/inc_private/mms_server_libinternal.h,37,"LIB61850_INTERNAL void MmsServer_installReadAccessHandler(MmsServer self, MmsReadAccessHandler, void* parameter)"
MmsServer_installReadAccessHandler,definition,void,,"MmsServer self, MmsReadAccessHandler readAccessHandler, void* parameter",mms/iso_mms/server/mms_server.c,327,"void MmsServer_installReadAccessHandler(MmsServer self, MmsReadAccessHandler readAccessHandler, void* parameter)"
MmsServer_installReadHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsReadVariableHandler, void* parameter",mms/inc_private/mms_server_libinternal.h,33,"LIB61850_INTERNAL void MmsServer_installReadHandler(MmsServer self, MmsReadVariableHandler, void* parameter)"
MmsServer_installReadJournalHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsReadJournalHandler handler, void* parameter",mms/inc/mms_server.h,54,"LIB61850_INTERNAL void MmsServer_installReadJournalHandler(MmsServer self, MmsReadJournalHandler handler, void* parameter)"
MmsServer_installReadJournalHandler,definition,void,,"MmsServer self, MmsReadJournalHandler handler, void* parameter",mms/iso_mms/server/mms_server.c,362,"void MmsServer_installReadJournalHandler(MmsServer self, MmsReadJournalHandler handler, void* parameter)"
MmsServer_installVariableListAccessHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsNamedVariableListAccessHandler handler, void* parameter",mms/inc/mms_server.h,47,"LIB61850_INTERNAL void MmsServer_installVariableListAccessHandler(MmsServer self, MmsNamedVariableListAccessHandler handler, void* parameter)"
MmsServer_installVariableListAccessHandler,definition,void,,"MmsServer self, MmsNamedVariableListAccessHandler handler, void* parameter",mms/iso_mms/server/mms_server.c,355,"void MmsServer_installVariableListAccessHandler(MmsServer self, MmsNamedVariableListAccessHandler handler, void* parameter)"
MmsServer_installWriteHandler,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsWriteVariableHandler, void* parameter",mms/inc_private/mms_server_libinternal.h,40,"LIB61850_INTERNAL void MmsServer_installWriteHandler(MmsServer self, MmsWriteVariableHandler, void* parameter)"
MmsServer_installWriteHandler,definition,void,,"MmsServer self, MmsWriteVariableHandler writeHandler, void* parameter",mms/iso_mms/server/mms_server.c,334,"void MmsServer_installWriteHandler(MmsServer self, MmsWriteVariableHandler writeHandler, void* parameter)"
MmsServer_isLocked,declaration,LIB61850_INTERNAL bool,,MmsServer self,mms/inc_private/mms_server_libinternal.h,67,LIB61850_INTERNAL bool MmsServer_isLocked(MmsServer self)
MmsServer_isRunning,declaration,LIB61850_INTERNAL bool,,MmsServer self,mms/inc/mms_server.h,32,LIB61850_INTERNAL bool MmsServer_isRunning(MmsServer self)
MmsServer_isRunning,definition,bool,,MmsServer self,mms/iso_mms/server/mms_server.c,160,bool MmsServer_isRunning(MmsServer self)
MmsServer_lockModel,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,70,LIB61850_INTERNAL void MmsServer_lockModel(MmsServer self)
MmsServer_lockModel,declaration,(unknown),,connection->server,mms/iso_mms/server/mms_read_service.c,914,MmsServer_lockModel(connection->server)
MmsServer_lockModel,declaration,(unknown),,connection->server,mms/iso_mms/server/mms_read_service.c,923,MmsServer_lockModel(connection->server)
MmsServer_lockModel,declaration,(unknown),,connection->server,mms/iso_mms/server/mms_write_service.c,596,MmsServer_lockModel(connection->server)
MmsServer_releaseTransmitBuffer,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_internal.h,215,LIB61850_INTERNAL void MmsServer_releaseTransmitBuffer(MmsServer self)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,self,mms/iso_mms/server/mms_file_service.c,598,MmsServer_releaseTransmitBuffer(self)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,connection->server,mms/iso_mms/server/mms_file_service.c,761,MmsServer_releaseTransmitBuffer(connection->server)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,self->server,mms/iso_mms/server/mms_information_report.c,68,MmsServer_releaseTransmitBuffer(self->server)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,self->server,mms/iso_mms/server/mms_information_report.c,214,MmsServer_releaseTransmitBuffer(self->server)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,self->server,mms/iso_mms/server/mms_information_report.c,307,MmsServer_releaseTransmitBuffer(self->server)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,self->server,mms/iso_mms/server/mms_read_service.c,958,MmsServer_releaseTransmitBuffer(self->server)
MmsServer_releaseTransmitBuffer,declaration,(unknown),,self->server,mms/iso_mms/server/mms_write_service.c,88,MmsServer_releaseTransmitBuffer(self->server)
MmsServer_releaseTransmitBuffer,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,280,void MmsServer_releaseTransmitBuffer(MmsServer self)
MmsServer_reserveTransmitBuffer,declaration,message =,,self,mms/iso_mms/server/mms_file_service.c,421,message = MmsServer_reserveTransmitBuffer(self)
MmsServer_reserveTransmitBuffer,declaration,ByteBuffer* request =,,connection->server,mms/iso_mms/server/mms_file_service.c,755,ByteBuffer* request = MmsServer_reserveTransmitBuffer(connection->server)
MmsServer_reserveTransmitBuffer,declaration,ByteBuffer* response =,,self->server,mms/iso_mms/server/mms_read_service.c,950,ByteBuffer* response = MmsServer_reserveTransmitBuffer(self->server)
MmsServer_reserveTransmitBuffer,declaration,ByteBuffer* response =,,self->server,mms/iso_mms/server/mms_write_service.c,80,ByteBuffer* response = MmsServer_reserveTransmitBuffer(self->server)
MmsServer_reserveTransmitBuffer,definition,ByteBuffer*,,MmsServer self,mms/iso_mms/server/mms_server.c,270,ByteBuffer* MmsServer_reserveTransmitBuffer(MmsServer self)
MmsServer_setClientAuthenticator,declaration,LIB61850_INTERNAL void,,"MmsServer self, AcseAuthenticator authenticator, void* authenticatorParameter",mms/inc_private/mms_server_libinternal.h,52,"LIB61850_INTERNAL void MmsServer_setClientAuthenticator(MmsServer self, AcseAuthenticator authenticator, void* authenticatorParameter)"
MmsServer_setClientAuthenticator,definition,void,,"MmsServer self, AcseAuthenticator authenticator, void* authenticatorParameter",mms/iso_mms/server/mms_server.c,376,"void MmsServer_setClientAuthenticator(MmsServer self, AcseAuthenticator authenticator, void* authenticatorParameter)"
MmsServer_setFilestoreBasepath,declaration,LIB61850_INTERNAL void,,"MmsServer self, const char* basepath",mms/inc/mms_server.h,102,"LIB61850_INTERNAL void MmsServer_setFilestoreBasepath(MmsServer self, const char* basepath)"
MmsServer_setFilestoreBasepath,definition,void,,"MmsServer self, const char* basepath",mms/iso_mms/server/mms_server.c,176,"void MmsServer_setFilestoreBasepath(MmsServer self, const char* basepath)"
MmsServer_setLocalIpAddress,declaration,LIB61850_INTERNAL void,,"MmsServer self, const char* localIpAddress",mms/inc/mms_server.h,29,"LIB61850_INTERNAL void MmsServer_setLocalIpAddress(MmsServer self, const char* localIpAddress)"
MmsServer_setLocalIpAddress,definition,void,,"MmsServer self, const char* localIpAddress",mms/iso_mms/server/mms_server.c,142,"void MmsServer_setLocalIpAddress(MmsServer self, const char* localIpAddress)"
MmsServer_setMaxAssociationSpecificDataSets,declaration,LIB61850_INTERNAL void,,"MmsServer self, int maxDataSets",mms/inc/mms_server.h,118,"LIB61850_INTERNAL void MmsServer_setMaxAssociationSpecificDataSets(MmsServer self, int maxDataSets)"
MmsServer_setMaxAssociationSpecificDataSets,definition,void,,"MmsServer self, int maxDataSets",mms/iso_mms/server/mms_server.c,240,"void MmsServer_setMaxAssociationSpecificDataSets(MmsServer self, int maxDataSets)"
MmsServer_setMaxConnections,declaration,LIB61850_INTERNAL void,,"MmsServer self, int maxConnections",mms/inc/mms_server.h,106,"LIB61850_INTERNAL void MmsServer_setMaxConnections(MmsServer self, int maxConnections)"
MmsServer_setMaxDataSetEntries,declaration,LIB61850_INTERNAL void,,"MmsServer self, int maxDataSetEntries",mms/inc/mms_server.h,126,"LIB61850_INTERNAL void MmsServer_setMaxDataSetEntries(MmsServer self, int maxDataSetEntries)"
MmsServer_setMaxDataSetEntries,definition,void,,"MmsServer self, int maxDataSetEntries",mms/iso_mms/server/mms_server.c,228,"void MmsServer_setMaxDataSetEntries(MmsServer self, int maxDataSetEntries)"
MmsServer_setMaxDomainSpecificDataSets,declaration,LIB61850_INTERNAL void,,"MmsServer self, int maxDataSets",mms/inc/mms_server.h,122,"LIB61850_INTERNAL void MmsServer_setMaxDomainSpecificDataSets(MmsServer self, int maxDataSets)"
MmsServer_setMaxDomainSpecificDataSets,definition,void,,"MmsServer self, int maxDataSets",mms/iso_mms/server/mms_server.c,246,"void MmsServer_setMaxDomainSpecificDataSets(MmsServer self, int maxDataSets)"
MmsServer_setServerIdentity,declaration,LIB61850_INTERNAL void,,"MmsServer self, char* vendorName, char* modelName, char* revision",mms/inc/mms_server.h,134,"LIB61850_INTERNAL void MmsServer_setServerIdentity(MmsServer self, char* vendorName, char* modelName, char* revision)"
MmsServer_setServerIdentity,definition,void,,"MmsServer self, char* vendorName, char* modelName, char* revision",mms/iso_mms/server/mms_identify_service.c,45,"void MmsServer_setServerIdentity(MmsServer self, char* vendorName, char* modelName, char* revision)"
MmsServer_setStatusRequestListener,declaration,LIB61850_INTERNAL void,,"MmsServer self, MmsStatusRequestListener listener, void* parameter",mms/inc/mms_server.h,183,"LIB61850_INTERNAL void MmsServer_setStatusRequestListener(MmsServer self, MmsStatusRequestListener listener, void* parameter)"
MmsServer_setStatusRequestListener,definition,void,,"MmsServer self, MmsStatusRequestListener listener, void* parameter",mms/iso_mms/server/mms_status_service.c,73,"void MmsServer_setStatusRequestListener(MmsServer self, MmsStatusRequestListener listener, void* parameter)"
MmsServer_setVMDStatus,declaration,LIB61850_INTERNAL void,,"MmsServer self, int vmdLogicalStatus, int vmdPhysicalStatus",mms/inc/mms_server.h,171,"LIB61850_INTERNAL void MmsServer_setVMDStatus(MmsServer self, int vmdLogicalStatus, int vmdPhysicalStatus)"
MmsServer_setVMDStatus,definition,void,,"MmsServer self, int vmdLogicalStatus, int vmdPhysicalStatus",mms/iso_mms/server/mms_status_service.c,54,"void MmsServer_setVMDStatus(MmsServer self, int vmdLogicalStatus, int vmdPhysicalStatus)"
MmsServer_startListening,declaration,LIB61850_INTERNAL void,,"MmsServer self, int tcpPort",mms/inc_private/mms_server_libinternal.h,82,"LIB61850_INTERNAL void MmsServer_startListening(MmsServer self, int tcpPort)"
MmsServer_startListeningThreadless,declaration,LIB61850_INTERNAL void,,"MmsServer self, int tcpPort",mms/inc_private/mms_server_libinternal.h,92,"LIB61850_INTERNAL void MmsServer_startListeningThreadless(MmsServer self, int tcpPort)"
MmsServer_stopListening,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,88,LIB61850_INTERNAL void MmsServer_stopListening(MmsServer self)
